Region,City,City / neighborhood,The reference number of the deal,The date of the deal AD,Hijri date of the deal,Real estate classification,Real estate,The number of real estate,the price,Space
Riyadh region,Riyadh,Riyadh/Tunisian,19906028,2023/05/11,10/21444,residential,piece of ground,2,"5,697,674","1,750.00"
Riyadh region,Riyadh,Riyadh/Badr,20164011,2023/06/11,11/22/1444,residential,piece of ground,12,"5,695,200","5,040.00"
Riyadh region,Riyadh,Riyadh/ King Salman,20144972,2023/06/08,19/11/1444,residential,piece of ground,1,"5,625,000",750.00
Riyadh region,Riyadh,Riyadh/King Abdulaziz,19986537,2023/05/22,02/11/1444,residential,piece of ground,1,"5,550,000",918.85
Riyadh region,Riyadh,Riyadh/Hittin,20272751,2023/06/22,04/12/1444,residential,piece of ground,1,"5,500,000",503.70
Riyadh region,Riyadh,Riyadh/Press,20070944,2023/05/31,11/11/1444,residential,piece of ground,1,"5,500,000",500.00
Riyadh region,Riyadh,Riyadh/excuse,19883902,2023/05/09,10/19/1444,residential,piece of ground,1,"5,500,000",620.00
Riyadh region,Riyadh,Riyadh/excuse,19883887,2023/05/09,10/19/1444,residential,piece of ground,1,"5,500,000",620.00
Riyadh region,Riyadh,Riyadh/Al -Mulka,20023963,2023/05/25,05/11/1444,residential,piece of ground,2,"5,488,000",784.00
Riyadh region,Riyadh,Riyadh/Al -Mursalat,19800662,2023/04/17,26/09/1444,residential,piece of ground,2,"5,460,000","1,560.00"
Riyadh region,Riyadh,Riyadh/Hittin,19804616,2023/04/17,26/09/1444,residential,piece of ground,1,"5,400,000",900.00
Riyadh region,Riyadh,Riyadh/Al -Mugharzat,19772793,2023/04/12,09/21/1444,residential,piece of ground,1,"5,400,000",780.00
Riyadh region,Riyadh,Riyadh/Malaz,20265490,2023/06/22,04/12/1444,residential,piece of ground,1,"5,399,940","2,580.00"
Riyadh region,Riyadh,Riyadh/excuse,20255959,2023/06/21,12/12/1444,residential,piece of ground,2,"5,334,320","1,350.75"
Riyadh region,Riyadh,Riyadh/Narcissus,19850481,04/05/2023,1444/10/1444,residential,piece of ground,1,"5,302,500","1,050.00"
Riyadh region,Riyadh,Riyadh/Press,20089537,2023/06/03,14/11/1444,residential,piece of ground,1,"5,300,000",500.10
Riyadh region,Riyadh,Riyadh/Al -Mulka,20037994,2023/05/28,08/11/1444,residential,piece of ground,1,"5,300,000",478.20
Riyadh region,Riyadh,Riyadh/Al -Mulka,20286867,2023/06/26,12/12/1444,residential,piece of ground,1,"5,280,000",600.00
Riyadh region,Riyadh,Riyadh/Narcissus,19984694,2023/05/21,01/11/1444,residential,piece of ground,1,"5,250,000","1,050.00"
Riyadh region,Riyadh,Riyadh/Narcissus,19984648,2023/05/21,01/11/1444,residential,piece of ground,1,"5,250,000","1,050.00"
Riyadh region,Riyadh,Riyadh/Al -Raed,19817470,2023/04/27,10/1044/1444,residential,piece of ground,1,"5,250,000",420.00
Riyadh region,Riyadh,Riyadh/Al -Mulka,19754663,2023/04/10,09/1444/1444,residential,piece of ground,1,"5,220,000",900.00
Riyadh region,Riyadh,Riyadh/Goodness,20187670,2023/06/14,11/11/1444,residential,piece of ground,1,"5,200,000","4,869.90"
Riyadh region,Riyadh,Riyadh/Olaya,20188478,2023/06/14,11/11/1444,residential,piece of ground,1,"5,160,000",800.40
Riyadh region,Riyadh,Riyadh/Al -Mulka,19943869,2023/05/16,10/26/1444,residential,piece of ground,1,"5,150,000",443.75
Riyadh region,Riyadh,Riyadh/Al -Mulka,19938336,2023/05/16,10/26/1444,residential,piece of ground,1,"5,150,000",443.75
Riyadh region,Riyadh,Riyadh/Narcissus,19805645,2023/04/18,09/27/1444,residential,piece of ground,1,"5,146,182",930.00
Riyadh region,Riyadh,Riyadh/Narcissus,20241597,2023/06/20,12/12/1444,residential,piece of ground,1,"5,130,228",900.04
Riyadh region,Riyadh,Riyadh/Narcissus,20142141,2023/06/08,19/11/1444,residential,piece of ground,1,"5,121,930",931.26
Riyadh region,Riyadh,Riyadh/Narcissus,20142479,2023/06/08,19/11/1444,residential,piece of ground,1,"5,115,000",930.00
Riyadh region,Riyadh,Riyadh/Al -Mourouj,20233351,2023/06/20,12/12/1444,residential,piece of ground,1,"5,100,000",550.00
Riyadh region,Riyadh,Riyadh/Palm,20271650,2023/06/22,04/12/1444,residential,piece of ground,1,"5,050,000",403.00
Riyadh region,Riyadh,Riyadh/lavender,20270763,2023/06/22,04/12/1444,residential,piece of ground,1,"5,000,000",851.14
Riyadh region,Riyadh,Riyadh/prosperity,20264104,2023/06/21,12/12/1444,residential,piece of ground,1,"5,000,000",750.00
Riyadh region,Riyadh,Riyadh/Jerusalem,20194065,2023/06/15,26/11/1444,residential,piece of ground,1,"5,000,000","1,200.00"
Riyadh region,Riyadh,Riyadh/roses,20173603,2023/06/12,23/11/1444,residential,piece of ground,1,"5,000,000",424.96
Riyadh region,Riyadh,Riyadh/roses,20173547,2023/06/12,23/11/1444,residential,piece of ground,1,"5,000,000",424.96
Riyadh region,Riyadh,Riyadh/roses,20173717,2023/06/12,23/11/1444,residential,piece of ground,1,"5,000,000",424.96
Riyadh region,Riyadh,Riyadh/Goodness,20154793,2023/06/09,11/20/1444,residential,piece of ground,1,"5,000,000","4,526.00"
Riyadh region,Riyadh,Riyadh/Hittin,2002664,2023/05/25,05/11/1444,residential,piece of ground,1,"5,000,000",625.00
Riyadh region,Riyadh,Riyadh/Al -Aqiq,19903010,2023/05/17,10/27/1444,residential,piece of ground,1,"5,000,000",900.00
Riyadh region,Riyadh,Riyadh/Rahmaniyah,19940371,2023/05/16,10/26/1444,residential,piece of ground,1,"5,000,000",750.00
Riyadh region,Riyadh,Riyadh/Al -Mulka,19899419,2023/05/10,10/20/1444,residential,piece of ground,1,"5,000,000","1,608.06"
Riyadh region,Riyadh,Riyadh/ race,19824354,2023/04/30,10/10/1444,residential,piece of ground,2,"5,000,000","2,625.00"
Riyadh region,Riyadh,Riyadh/Sunset,19781447,2023/04/14,09/23/1444,residential,piece of ground,3,"5,000,000","2,204.13"
Riyadh region,Riyadh,Riyadh/Hittin,20173911,2023/06/12,23/11/1444,residential,piece of ground,1,"4,900,000",875.00
Riyadh region,Riyadh,Riyadh/dew,20125585,2023/06/06,17/11/1444,residential,piece of ground,1,"4,900,000","1,225.00"
Riyadh region,Riyadh,Riyadh/milk,20071575,2023/05/31,11/11/1444,residential,piece of ground,1,"4,900,000",900.00
Riyadh region,Riyadh,Riyadh/Sand,20045670,2023/05/29,09/11/1444,residential,piece of ground,4,"4,860,000","1,800.00"
Riyadh region,Riyadh,Riyadh/Jasmine,20052804,2023/05/30,11/11/1444,residential,piece of ground,1,"4,850,000",900.00
Riyadh region,Riyadh,Riyadh/dew,19747139,2023/04/10,09/1444/1444,residential,piece of ground,1,"4,837,500",750.00
Riyadh region,Riyadh,Riyadh/officers,19968486,2023/05/18,10/28/1444,residential,piece of ground,1,"4,800,000",914.00
Riyadh region,Riyadh,Riyadh/Yarmouk,19908293,2023/05/11,10/21444,residential,piece of ground,1,"4,800,000",975.00
Riyadh region,Riyadh,Riyadh/King Fahd,19716721,2023/04/05,1444/09/14,residential,piece of ground,1,"4,800,000",900.00
Riyadh region,Riyadh,Riyadh/Al -Zahraa,19961941,2023/05/18,10/28/1444,residential,piece of ground,1,"4,773,941","2,260.00"
Riyadh region,Riyadh,Riyadh/Al -Zahraa,19922198,2023/05/18,10/28/1444,residential,piece of ground,1,"4,762,112","2,254.40"
Riyadh region,Riyadh,Riyadh/Happiness,20184798,2023/06/14,11/11/1444,residential,piece of ground,1,"4,745,730","1,581.91"
Riyadh region,Riyadh,Riyadh/Hittin,20019085,2023/05/25,05/11/1444,residential,piece of ground,1,"4,680,000",720.00
Riyadh region,Riyadh,Riyadh/Taiba,19968621,2023/05/18,10/28/1444,residential,piece of ground,1,"4,624,000","6,800.00"
Riyadh region,Riyadh,Riyadh/Taiba,19968715,2023/05/18,10/28/1444,residential,piece of ground,1,"4,624,000","6,800.00"
Riyadh region,Riyadh,Riyadh/Al -Mulka,20047788,2023/05/29,09/11/1444,residential,piece of ground,1,"4,600,000",359.40
Riyadh region,Riyadh,Riyadh/Al -Mulka,19961354,2023/05/18,10/28/1444,residential,piece of ground,1,"4,600,000",330.00
Riyadh region,Riyadh,Riyadh/Olaya,20077045,2023/06/01,11/12/1444,residential,piece of ground,2,"4,600,000","1,064.00"
Riyadh region,Riyadh,Riyadh/Rabwah,19984300,2023/05/21,01/11/1444,residential,piece of ground,1,"4,560,000","1,140.00"
Riyadh region,Riyadh,Riyadh/Jasmine,19919062,2023/05/14,24/10/1444,residential,piece of ground,1,"4,551,750",450.00
Riyadh region,Riyadh,Riyadh/dew,20115515,2023/06/05,16/11/1444,residential,piece of ground,1,"4,536,000",945.00
Riyadh region,Riyadh,Riyadh/dew,20100328,2023/06/04,15/15/1444,residential,piece of ground,1,"4,532,500","1,225.00"
Riyadh region,Riyadh,Riyadh/Al -Mursalat,20248305,2023/06/20,12/12/1444,residential,piece of ground,1,"4,500,000",605.00
Riyadh region,Riyadh,Riyadh/Goodness,20203607,2023/06/18,29/11/1444,residential,piece of ground,1,"4,500,000","4,200.00"
Riyadh region,Riyadh,Riyadh/climate,20164902,2023/06/11,11/22/1444,residential,piece of ground,1,"4,500,000","10,000.00"
Riyadh region,Riyadh,Riyadh/roses,20106693,2023/06/08,19/11/1444,residential,piece of ground,2,"4,500,000",800.70
Riyadh region,Riyadh,Riyadh/roses,19935996,2023/05/16,10/26/1444,residential,piece of ground,1,"4,500,000",750.00
Riyadh region,Riyadh,Riyadh/Al Rayyan,19932928,2023/05/15,10/10/1444,residential,piece of ground,1,"4,500,000","1,058.75"
Riyadh region,Riyadh,Riyadh/Narcissus,19850315,04/05/2023,1444/10/1444,residential,piece of ground,1,"4,500,000",900.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,19824920,2023/04/30,10/10/1444,residential,piece of ground,1,"4,500,000","5,000.00"
Riyadh region,Riyadh,Riyadh/Al -Mulka,19745876,04/04/04,09/18/1444,residential,piece of ground,1,"4,500,000",400.20
Riyadh region,Riyadh,Riyadh/Sulaymaniyah,19745899,04/04/04,09/18/1444,residential,piece of ground,1,"4,500,000",660.00
Riyadh region,Riyadh,Riyadh/Al -Aqiq,19728893,04/04/04/06,09/15/1444,residential,piece of ground,1,"4,500,000",375.00
Riyadh region,Riyadh,Riyadh/Hittin,20120754,2023/06/06,17/11/1444,residential,piece of ground,1,"4,455,000",595.00
Riyadh region,Riyadh,Riyadh/ King Salman,19933008,2023/05/15,10/10/1444,residential,piece of ground,1,"4,450,000",618.75
Riyadh region,Riyadh,Riyadh/Palm,19819962,2023/04/29,10/10/1444,residential,piece of ground,1,"4,450,000",500.00
Riyadh region,Riyadh,Riyadh/dew,20048734,2023/05/29,09/11/1444,residential,piece of ground,1,"4,432,000",405.00
Riyadh region,Riyadh,Riyadh/Narcissus,19925836,2023/05/14,24/10/1444,residential,piece of ground,1,"4,400,495",800.09
Riyadh region,Riyadh,Riyadh/Narcissus,19924721,2023/05/14,24/10/1444,residential,piece of ground,1,"4,400,495",800.09
Riyadh region,Riyadh,Riyadh/Press,20263058,2023/06/21,12/12/1444,residential,piece of ground,1,"4,400,000",400.00
Riyadh region,Riyadh,Riyadh/Al -Hamra,20177979,2023/06/13,24/11/1444,residential,piece of ground,1,"4,400,000","1,237.50"
Riyadh region,Riyadh,Riyadh/Al -Hada,19974253,2023/05/20,10/30/1444,residential,piece of ground,1,"4,400,000",880.00
Riyadh region,Riyadh,Riyadh/Umm Al -Hammam,19727198,04/04/04/06,09/15/1444,residential,piece of ground,1,"4,400,000",320.00
Riyadh region,Riyadh,Riyadh/Narcissus,19697045,2023/04/03,1244/12/1444,residential,piece of ground,1,"4,400,000",450.00
Riyadh region,Riyadh,Riyadh/Happiness,20184867,2023/06/14,11/11/1444,residential,piece of ground,1,"4,385,190","1,461.37"
Riyadh region,Riyadh,Riyadh/Narcissus,19782276,2023/04/13,09/22/1444,residential,piece of ground,1,"4,350,000",450.00
Riyadh region,Riyadh,Riyadh/Al -Manar,20284238,2023/06/25,12/12/1444,residential,piece of ground,2,"4,333,333","1,250.00"
Riyadh region,Riyadh,Riyadh/Spring,19940513,2023/05/16,10/26/1444,residential,piece of ground,1,"4,324,370",994.50
Riyadh region,Riyadh,Riyadh/Kindergarten,20172003,2023/06/12,23/11/1444,residential,piece of ground,1,"4,300,000",900.00
Riyadh region,Riyadh,Riyadh/dew,20173461,2023/06/12,23/11/1444,residential,piece of ground,1,"4,300,000",420.00
Riyadh region,Riyadh,Riyadh/Al -Aqiq,19973485,2023/05/20,10/30/1444,residential,piece of ground,1,"4,300,000",375.00
Riyadh region,Riyadh,Riyadh/Press,19830767,2023/05/01,10/10/1444,residential,piece of ground,1,"4,300,000",399.90
Riyadh region,Riyadh,Riyadh/Narcissus,19950379,2023/05/17,10/27/1444,residential,piece of ground,1,"4,284,000",840.00
Riyadh region,Riyadh,Riyadh/Al -Mugharzat,19818388,2023/04/27,10/1044/1444,residential,piece of ground,1,"4,284,000",840.00
Riyadh region,Riyadh,Riyadh/Tunisian,20248882,2023/06/20,12/12/1444,residential,piece of ground,2,"4,250,000","1,000.00"
Riyadh region,Riyadh,Riyadh/Sand,20181090,2023/06/13,24/11/1444,residential,piece of ground,2,"4,250,000","1,250.00"
Riyadh region,Riyadh,Riyadh/Al -Sely,19856715,2023/05/07,17/10/1444,residential,piece of ground,1,"4,220,106","14,067.02"
Riyadh region,Riyadh,Riyadh/Al -Sely,19763854,2023/04/11,09/1444/1444,residential,piece of ground,1,"4,219,791","14,065.97"
Riyadh region,Riyadh,Riyadh/Jasmine,20285936,2023/06/26,12/12/1444,residential,piece of ground,1,"4,200,000",400.13
Riyadh region,Riyadh,Riyadh/Al -Shifa,19764547,2023/04/12,09/21/1444,residential,piece of ground,1,"4,200,000",725.40
Riyadh region,Riyadh,Riyadh/Narcissus,20194493,2023/06/15,26/11/1444,residential,piece of ground,1,"4,190,000",580.00
Riyadh region,Riyadh,Riyadh/Narcissus,20218258,2023/06/19,01/12/1444,residential,piece of ground,1,"4,188,354",722.13
Riyadh region,Riyadh,Riyadh/Jerusalem,19877238,2023/05/08,10/18/1444,residential,piece of ground,1,"4,173,600",973.65
Riyadh region,Riyadh,Riyadh/Umm Al -Hammam,19936076,2023/05/16,10/26/1444,residential,piece of ground,1,"4,150,000",320.00
Riyadh region,Riyadh,Riyadh/Hittin,19889387,2023/05/09,10/19/1444,residential,piece of ground,1,"4,150,000",405.00
Riyadh region,Riyadh,Riyadh/Al -Mulka,19686925,04/04/04/02,09/1444/1444,residential,piece of ground,1,"4,150,000",560.00
Riyadh region,Riyadh,Riyadh/ race,19969078,2023/05/18,10/28/1444,residential,piece of ground,1,"4,130,000",700.00
Riyadh region,Riyadh,Riyadh/Secretariat,19891382,2023/05/09,10/19/1444,residential,piece of ground,1,"4,104,000","1,080.00"
Riyadh region,Riyadh,Riyadh/Al -Ghadeer,20194621,2023/06/15,26/11/1444,residential,piece of ground,1,"4,100,000",600.00
Riyadh region,Riyadh,Riyadh/Narcissus,19991902,2023/05/22,02/11/1444,residential,piece of ground,1,"4,100,000",360.00
Riyadh region,Riyadh,Riyadh/Azizia,19825073,2023/04/30,10/10/1444,residential,piece of ground,1,"4,100,000","2,000.00"
Riyadh region,Riyadh,Riyadh/ race,19890908,2023/05/09,10/19/1444,residential,piece of ground,1,"4,055,188",891.25
Riyadh region,Riyadh,Riyadh/Al -Mugharzat,20135039,2023/06/07,11/18/1444,residential,piece of ground,1,"4,050,000",810.00
Riyadh region,Riyadh,Riyadh/Al -Mulka,19969128,2023/05/18,10/28/1444,residential,piece of ground,1,"4,050,000",378.00
Riyadh region,Riyadh,Riyadh/Umm Al -Hammam,19776746,2023/04/13,09/22/1444,residential,piece of ground,1,"4,050,000",320.00
Riyadh region,Riyadh,Riyadh/Press,19723780,04/04/04/06,09/15/1444,residential,piece of ground,1,"4,026,000",660.00
Riyadh region,Riyadh,Riyadh/Press,20221224,2023/06/19,01/12/1444,residential,piece of ground,1,"4,017,600",648.00
Riyadh region,Riyadh,Riyadh/Cordoba,19734798,04/04/04/08,09/17/1444,residential,piece of ground,1,"4,011,450",853.53
Riyadh region,Riyadh,Riyadh/Sand,20270288,2023/06/22,04/12/1444,residential,piece of ground,1,"4,000,000","2,520.00"
Riyadh region,Riyadh,Riyadh/Al -Mourouj,20273009,2023/06/22,04/12/1444,residential,piece of ground,1,"4,000,000",400.00
Riyadh region,Riyadh,Riyadh/Cooperation,20258135,2023/06/21,12/12/1444,residential,piece of ground,1,"4,000,000",750.00
Riyadh region,Riyadh,Riyadh/Narcissus,20262423,2023/06/21,12/12/1444,residential,piece of ground,1,"4,000,000",750.00
Riyadh region,Riyadh,Riyadh/Cooperation,20222064,2023/06/19,01/12/1444,residential,piece of ground,1,"4,000,000",638.00
Riyadh region,Riyadh,Riyadh/Al -Mulka,20100515,2023/06/04,15/15/1444,residential,piece of ground,1,"4,000,000",420.00
Riyadh region,Riyadh,Riyadh/excuse,20099380,2023/06/04,15/15/1444,residential,piece of ground,1,"4,000,000",479.12
Riyadh region,Riyadh,Riyadh/excuse,20066146,2023/05/31,11/11/1444,residential,piece of ground,1,"4,000,000",300.00
Riyadh region,Riyadh,Riyadh/Kindergarten,20028617,2023/05/27,07/11/1444,residential,piece of ground,2,"4,000,000","1,560.00"
Riyadh region,Riyadh,Riyadh/Narcissus,20008541,2023/05/24,04/11/1444,residential,piece of ground,1,"4,000,000",360.00
Riyadh region,Riyadh,Riyadh/Sulaymaniyah,20000278,2023/05/23,03/11/1444,residential,piece of ground,1,"4,000,000",625.00
Riyadh region,Riyadh,Riyadh/Al -Mulka,19985313,2023/05/21,01/11/1444,residential,piece of ground,1,"4,000,000",324.00
Riyadh region,Riyadh,Riyadh/Kairouan,19983162,2023/05/21,01/11/1444,residential,piece of ground,1,"4,000,000",403.00
Riyadh region,Riyadh,Riyadh/Al -Mulka,19940092,2023/05/16,10/26/1444,residential,piece of ground,1,"4,000,000",625.00
Riyadh region,Riyadh,Riyadh/Goodness,19931829,2023/05/16,10/26/1444,residential,piece of ground,1,"4,000,000","4,260.00"
Riyadh region,Riyadh,Riyadh/Kairouan,19804441,2023/04/17,26/09/1444,residential,piece of ground,1,"4,000,000",351.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,19794530,2023/04/15,09/24/1444,residential,piece of ground,1,"4,000,000","5,009.50"
Riyadh region,Riyadh,Riyadh/Al -Marafa,19776183,2023/04/13,09/22/1444,residential,piece of ground,1,"4,000,000","5,000.00"
Riyadh region,Riyadh,Riyadh/Al -Marafa,19775874,2023/04/13,09/22/1444,residential,piece of ground,1,"4,000,000","5,000.00"
Riyadh region,Riyadh,Riyadh/Al -Marafa,19775763,2023/04/13,09/22/1444,residential,piece of ground,1,"4,000,000","5,000.00"
Riyadh region,Riyadh,Riyadh/Al -Marafa,19775703,2023/04/13,09/22/1444,residential,piece of ground,1,"4,000,000","5,000.00"
Riyadh region,Riyadh,Riyadh/milk,19744202,2023/04/10,09/1444/1444,residential,piece of ground,1,"4,000,000",625.00
Riyadh region,Riyadh,Riyadh/Palm,19737977,04/04/04/08,09/17/1444,residential,piece of ground,1,"4,000,000",312.00
Riyadh region,Riyadh,Riyadh/Jasmine,19709088,2023/04/05,1444/09/14,residential,piece of ground,1,"4,000,000",377.00
Riyadh region,Riyadh,Riyadh/Al -Marafa,19776127,2023/04/13,09/22/1444,residential,piece of ground,1,"3,995,788","4,994.74"
Riyadh region,Riyadh,Riyadh/Al -Marafa,19776045,2023/04/13,09/22/1444,residential,piece of ground,1,"3,995,500","4,994.38"
Riyadh region,Riyadh,Riyadh/Al -Nuzha,20179509,2023/06/14,11/11/1444,residential,piece of ground,1,"3,975,000",750.00
Riyadh region,Riyadh,Riyadh/Cooperation,19977928,2023/05/21,01/11/1444,residential,piece of ground,1,"3,971,875",775.00
Riyadh region,Riyadh,Riyadh/ Valley,20094626,2023/06/04,15/15/1444,residential,piece of ground,1,"3,964,500",881.60
Riyadh region,Riyadh,Riyadh/Al -Zahraa,19922534,2023/05/18,10/28/1444,residential,piece of ground,1,"3,962,371","1,875.80"
Riyadh region,Riyadh,Riyadh/Al -Zahraa,19922023,2023/05/17,10/27/1444,residential,piece of ground,1,"3,962,371","1,875.80"
Riyadh region,Riyadh,Riyadh/Narcissus,19704496,04/04/04/04,13/09/1444,residential,piece of ground,1,"3,959,464",700.79
Riyadh region,Riyadh,Riyadh/Araqa,20044080,2023/05/29,09/11/1444,residential,piece of ground,1,"3,900,000",750.00
Riyadh region,Riyadh,Riyadh/Kairouan,19899964,2023/05/10,10/20/1444,residential,piece of ground,1,"3,900,000",600.00
Riyadh region,Riyadh,Riyadh/Rabwah,19856316,2023/05/07,17/10/1444,residential,piece of ground,1,"3,900,000",774.00
Riyadh region,Riyadh,Riyadh/Narcissus,19737697,04/04/04/08,09/17/1444,residential,piece of ground,1,"3,900,000",434.55
Riyadh region,Riyadh,Riyadh/Olaya,20185854,2023/06/15,26/11/1444,residential,piece of ground,1,"3,897,000","1,050.00"
Riyadh region,Riyadh,Riyadh/Jasmine,20172330,2023/06/12,23/11/1444,residential,piece of ground,1,"3,861,000",702.00
Riyadh region,Riyadh,Riyadh/Narcissus,19925891,2023/05/14,24/10/1444,residential,piece of ground,1,"3,850,715",700.13
Riyadh region,Riyadh,Riyadh/Narcissus,19926369,2023/05/14,24/10/1444,residential,piece of ground,1,"3,850,715",700.13
Riyadh region,Riyadh,Riyadh/Al -Hamra,19792967,2023/04/14,09/23/1444,residential,piece of ground,1,"3,849,000","1,282.50"
Riyadh region,Riyadh,Riyadh/Rahmaniyah,20004616,2023/05/23,03/11/1444,residential,piece of ground,1,"3,809,524",360.00
Riyadh region,Riyadh,Riyadh/Sand,20046038,2023/05/29,09/11/1444,residential,piece of ground,3,"3,800,250","1,407.50"
Riyadh region,Riyadh,Riyadh/Sulaymaniyah,20228791,2023/06/21,12/12/1444,residential,piece of ground,1,"3,800,000","1,000.00"
